title,directions,Ingridents,link
"Pan Fried Trout With Prosciutto, Pine Nuts And Crispy Sage","[""Season the inside of the trout with salt and pepper. Carefully lay out two pieces of prosciutto letting the long side overlap by 1/4 inch. Lay a trout across the short sides of the prosciutto and wrap it in the prosciutto."", ""Heat a 14 inch skillet over medium high heat. Dredge the trout in cornmeal and shake off any excess. Add the oil to the pan. Sprinkle in the half of the sage leaves and let them deep fry. when they have crisped remove them from the pan."", ""Gently lay the trout into the pan, reduce the heat to medium and cook until the pancetta is crisp and caramelized, about 5 minutes. Gently turn the fish cooking the other side. It will take about ten minutes total for the fish to cook through so be patient and adjust the heat as necessary."", ""When the fish are done remove them to their plates. Drain the oil and put the pan back on the heat. Add the butter, the pine nuts and the remaining sage leaves. When the nuts have toasted spoon some of the pine nut sage butter over the top of the fish. Serve""]","[""cornmeal"", ""grape seed oil"", ""nuts"", ""sage"", ""kosher salt"", ""thin slices"", ""trout"", ""unsalted butter""]",food52.com/recipes/9048-pan-fried-trout-with-prosciutto-pine-nuts-and-crispy-sage
The Best BBQd Shredded Beef For Sandwiches,"[""Spray crockpot with non-stick cooking spray."", ""Sprinkle the chuck roast generously on both side with the salt, pepper and garlic powder."", ""Place roast in slow cooker."", ""Pour on the sweet and spicy chipotle sauce to cover completely."", ""Pour beer over top and around the sides of the roast."", ""Cover and cook on high for 7 hours."", ""Remove roast from pot and discard all liquids."", ""Shred beef and place back into slow cooker."", ""Pour in the Sweet Baby Rays and stir to coat the meat."", ""Set on warm 1-2 hours or until time to eat."", ""Serve on soft rolls."", ""Top with coleslaw if desired."", ""ENJOY!""]","[""roast"", ""bbq sauce"", ""ray"", ""salt""]",tastykitchen.com/recipes/main-courses/the-best-bbqe28099d-shredded-beef-for-sandwiches/
Beer-Braised Beef With Italian Salsa Verde,"[""Preheat oven to 350."", ""To prepare salsa: Combine 1st 8 ingredients in a small bowl."", ""Cover and refrigerate."", ""To prepare beef: Sprinkle beef with 1/2 t salt and 1/4 t pepper."", ""Heat a Dutch oven over med-high."", ""Coat with cooking spray."", ""Add beef; cook 5 min or til browned."", ""Remove from pan."", ""Add 1 t oil and onion to pan."", ""Reduce heat and cook 12 min or til golden, stirring occasionally."", ""Return beef to pan."", ""Add broth and beer; bring to a boil."", ""Cover, reduce heat, and simmer 1 1/2 to 2 hours or til tender."", ""Remove beef from pan; shred with 2 forks and return to pan."", ""Spoon 1/4 c beef mixture over each bread slice; top each with 1 1/2 T salsa.""]","[""stout"", ""chuck roast"", ""salt"", ""black pepper"", ""pepper"", ""extra virgin olive oil"", ""fresh dill"", ""beef broth"", ""capers"", ""olive oil"", ""onions"", ""italian bread"", ""flat leaf parsley"", ""shallot"", ""mint""]",www.food.com/recipe/beer-braised-beef-with-italian-salsa-verde-212870
Wisconsin Maple And Clover Honey Glazed Ham,"[""Cook ham according to package directions."", ""Mix together all ingredients listed above for the glaze."", ""Brush glaze on ham when 30 minutes of cook time remain."", ""Continue baking ham uncovered until cooked through.""]","[""brown sugar"", ""ground nutmeg"", ""ground cloves"", ""maple syrup"", ""allspice"", ""ground mustard"", ""honey""]",www.food.com/recipe/wisconsin-maple-and-clover-honey-glazed-ham-164913
Orange-Spinach Pasta,"[""Bring 3 qts lightly salted water to a boil in a large covered pot over high heat."", ""Meanwhile, finely grate the zest from 1 orange, then squeeze juice from both."", ""Slice scallions (you should have about 3/4 cup)."", ""Bring orange juice and scallions to a simmer in a large nonstick skillet."", ""Cook 3 minutes, or until juice is reduced to about 1 Tbsp."", ""Add half & half and grated zest."", ""Simmer 1 minute, then remove skillet from heat."", ""Stir pasta into pot of boiling water."", ""Cook, stirring often, 3 minutes."", ""Stir in spinach and cook 1 minute more, or until pasta is firm-tender."", ""Drain in a colander and return to pot."", ""Add orange sauce; toss to mix and coat."", ""Serve grated Parmesan cheese and crushed red pepper at the table, if you wish.""]","[""scallions"", ""oranges"", ""capellini"", ""baby spinach""]",www.delish.com/recipefinder/orange-spinach-pasta-recipe-121225
Hamburger Casserole,"[""Cook hamburger until light gray, stirring constantly."", ""Add remaining ingredients."", ""Place in casserole."", ""Bake at 325\u00b0 for 1 hour.""]","[""potatoes"", ""onion"", ""tomato soup"", ""hamburger"", ""cheese"", ""whole kernel corn""]",www.cookbooks.com/Recipe-Details.aspx?id=757902
Yo Mayo Slaw,"[""COMBINE the yogurt, mayonnaise, lemon juice, cumin seeds, and salt in a large bowl."", ""Blend well with a fork."", ""ADD the slaw, cucumber, and onion."", ""Toss well to blend the vegetables with the dressing."", ""Gently Stir in the cilantro."", ""Chill before serving.""]","[""cucumber"", ""lemon juice"", ""cumin seeds"", ""mayonnaise"", ""kosher salt"", ""red onion"", ""fresh cilantro"", ""plain yogurt""]",www.epicurious.com/recipes/food/views/yo-mayo-slaw-391384
Scampi Alla Griglia ,"[""Shell the shrimp, but be careful not to remove the last segment of shell or tail. With a smalll knife, slit each shrimp down the back and lift out the black or white intestinal vein. Wash the shrimp quickly under cold water and pat them thoroughly dry with paper towels."", ""Preheat the broiler to its highest temperature. In a shallow flameproof baking dish or pan just large enough to hold the shrimp in one layer, melt the butter over low heat, and be careful not to let it brown. Stir in the 1/2 cup of olive oil, lemon juice, shallots, garlic, salt and a few grindings of pepper, add the shrimp and turn them in the butter and oil until they glisten on all sides."", ""Broil them 3 to 4 inches from the heat for 5 minutes, then turn the shrimp over and broil them 5 to 10 minutes longer, or until they are lightly browned and firm to the touch. Becareful not to over cook them."", ""With tongs, transfer the shrimp to a heated serving platter, pour the sauce from the pan over them, and sprinkle with chopped parsley. Garnish with lemon quarters, and serve.""]","[""lemon juice"", ""fresh parsley"", ""freshly ground black pepper"", ""shallots"", ""fresh shrimp"", ""lemon quarters"", ""garlic"", ""butter"", ""olive oil"", ""salt""]",www.epicurious.com/recipes/member/views/scampi-alla-griglia-5a29540b04072728dadcd2fc
Chocolate Covered Peanut Butter Stuffed Pretzels,"[""Mix butter, peanut butter and confectioners sugar well. Should make a stiff paste. You can add more sugar if needed."", ""Press 1 tsp into bottom triangle of pretzel."", ""Dip into melted chocolate. I leave top of pretzel uncovered."", ""Place on waxed paper to dry."", ""Decorate with colored sprinkles, if desired, before chocolate hardens.""]","[""sugar"", ""peanut butter"", ""butter"", ""chocolate""]",www.food.com/recipe/chocolate-covered-peanut-butter-stuffed-pretzels-271718
Cumin-Spiced Couscous With SautéEd Vegetables,"[""Heat 2 tbsp oil in a large saucepan over high heat. Cook vegetables, stirring, for 5 mins. Add 1 cup water and simmer, covered, for 10 mins, until just tender. Remove lid and cook for another 5 mins, until liquid evaporates and thickens slightly."", ""Meanwhile, heat remaining oil in a saucepan over medium heat. Toast cumin for 1 min, until fragrant. Add 1 cup water. Season. Add couscous then set aside, covered, for 5 mins. Fluff with a fork and season."", ""To serve, arrange vegetables over couscous. Drizzle with pan juices. Season.""]","[""ground cumin"", ""parsnips"", ""couscous"", ""red bell pepper"", ""carrots"", ""olive oil"", ""butternut"", ""onions"", ""zucchini""]",www.yummly.com/recipe/Cumin-Spiced-Couscous-with-Sauteed-Vegetables-1406302
Yam Nuea - Thai Beef Salad,"[""Prepare grill (or preheat broiler)."", ""Halve tenderloin horizontally to form 2 approximately 1-inch-thick pieces."", ""Rub both sides of each piece with black pepper, pressing it into meat."", ""Grill beef on an oiled rack set 5 to 6 inches over glowing coals 5 to 8 minutes on each side for medium-rare."", ""(Alternatively, broil beef on oiled rack of a broiler pan about 3 to 5 inches from heat 6 to 7 minutes on each side for medium-rare.) Transfer beef to a cutting board and cool 30 minutes (I actually prefer it warm)."", ""If desired, chill beef, loosely wrapped, at least 2 hours and up to 1 day to facilitate thin slicing."", ""But beef across grain into very thin slices."", ""In a large bowl stir together lime juice, fish sauce, sugar, and chilies until combined will (sugar should be dissolved if using)."", ""Add beef, shallots, scallions, coriander, and mint and toss will."", ""Score cucumber lengthwise with tines of a fork and cut crosswise into thin slices."", ""Arrange cucumber around edge of a platter and mound beef salad in center."", ""Garnish beef with coriander sprig and serve with rice.""]","[""coriander leaves"", ""fresh ground black pepper"", ""sugar"", ""scallions"", ""red chili peppers"", ""mint leaves"", ""asian fish sauce"", ""lime juice"", ""cucumber"", ""center"", ""shallot""]",www.food.com/recipe/yam-nuea-thai-beef-salad-46782
Buttermilk Sugar Cookies,"[""Mix all ingredients thoroughly and add enough flour to roll. Roll and cut."", ""Place on greased cookie sheet and bake at 400\u00b0 for 10 to 12 minutes.""]","[""buttermilk"", ""sugar"", ""vanilla"", ""eggs"", ""soda"", ""lard"", ""flour"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=551258
Lemon Pound Cake,"[""Beat all ingredients in large bowl 2 minutes."", ""Bake in greased pan at 350\u00b0 for 45 to 50 minutes.""]","[""instant pudding"", ""eggs"", ""water"", ""crisco oil"", ""lemon cake""]",www.cookbooks.com/Recipe-Details.aspx?id=836542
Kentucky Pole Beans And Potatoes,"[""Note: The recipe called for a 1-inch chunk of streak-o-lean (lean salt pork), but the website doesn't recognize. You can use streak-o-lean if you can find it, ham hock, pork belly, or bacon."", ""Pinch off the ends of the beans, and if necessary, remove any strings. Snap the beans into 1-1/2 inch pieces, rinse well in a colander and transfer to a large pot."", ""Add the cooking meat, salt and pepper and enough water to cover by 1 inch. Bring to a boil, reduce heat to low, cover, and simmer the beans slowly until tender but still slightly firm, about 1 hour."", ""Meanwhile, rinse the potatoes to remove any grit, cut away a strip of peel around the center of each with a vegetable peeler."", ""Add the potatoes to the beans, stir and continue to simmer until tender, about 30 minutes, adding more water if needed."", ""Drain and serve hot in a large bowl.""]","[""fresh ground black pepper"", ""ham hock"", ""green beans"", ""red potatoes"", ""salt""]",www.food.com/recipe/kentucky-pole-beans-and-potatoes-515546
Carrot-Top Soup,"[""In a large pot, place the black-eyed peas, split peas, pearl barley, and water and simmer until the beans are tender, about 45 minutes."", ""In a skillet heat the olive oil (or other liquid)."", ""Add the onions and saute, covered, 10 minutes or until the onions begin to brown."", ""Turn off the heat under the onions and pour about 1/2 cup of the bean cooking water into the skillet and mix well."", ""When the beans are cooked, add the onions and all the other ingredients to the bean pot and cook another 30 minutes, or until the vegetables are tender."", ""Serve in large soup bowls with generous servings of fresh whole wheat or black bread.""]","[""potatoes"", ""peas"", ""salt"", ""savory"", ""black pepper"", ""leeks"", ""water"", ""thyme"", ""black-eyed peas soaked overnight"", ""green beans"", ""onions"", ""carrots"", ""bay leaves"", ""tarragon"", ""only"", ""olive oil"", ""pearl barley""]",recipeland.com/recipe/v/carrot-top-soup-36424
Baked Catfish With Cormeal Crust,"[""Season cornmeal with salt and cayenne."", ""Rinse fish, pat dry."", ""Dredge in flour, then egg, then cornmeal."", ""Bake at 450 on lowest shelf of oven for 10 minutes, turning after 5 minutes."", ""Serve with lemon.""]","[""catfish fillets"", ""egg"", ""cayenne pepper"", ""lemon wedge"", ""flour"", ""cornmeal"", ""salt""]",www.food.com/recipe/baked-catfish-with-cormeal-crust-25963
Caramel Streusel Bars,"[""For the topping, sift flour and cinnamon into a medium bowl. Stir in brown sugar. Rub in butter with fingertips until mixture resembles coarse breadcrumbs. Add 1 tbsp water and bring mixture together into a dough. Roll into a log. Wrap in plastic wrap and freeze for 30 mins."", ""Meanwhile, preheat the oven to 350\u00b0F. Lightly grease an 11 x 7-inch baking pan. Line with parchment paper, extending paper over long sides for handles."", ""For the crust, beat butter and granulated sugar in a medium bowl with an electric mixer until light and fluffy. Stir in flours, in 2 batches, until a firm dough forms. Press evenly into prepared pan. Bake for 10 mins. Cool."", ""For the filling, place condensed milk, butter and syrup in a small saucepan on medium heat. Cook for 3-4 mins, stirring, until mixture bubbles and thickens. Spread over crust. Grate topping over filling."", ""Bake for 10-15 mins, until firm. Cool in pan 15 mins. Remove from pan; cool completely on wire rack. Cut into bars. Dust with powdered sugar.""]","[""condensed milk"", ""light corn syrup"", ""granulated sugar"", ""brown sugar"", ""powdered sugar"", ""flour"", ""ground cinnamon"", ""butter""]",www.yummly.com/recipe/Caramel-Streusel-Bars-1398926
Rock Candy,"[""Heat water until it just starts to boil."", ""Continue gentle heating, add sugar gradually and stir until all sugar has dissolved."", ""Keep on stirring."", ""Carefully pour into a tall jar."", ""Tie string to pen or pencil and tie paper clip at other end."", ""Tie so paper clip almost touches bottom."", ""Dip the string in solution. Roll the string in dry sugar so that sugar sticks to string. Return string to solution and let it stand undisturbed (3 to 10 days)."", ""Wrap up in whatever you want for Christmas.""]","[""food coloring"", ""sugar"", ""water""]",www.cookbooks.com/Recipe-Details.aspx?id=320698
Chicken And Mushroom Bundles,"[""Place each chicken breast on a large piece of heavy-duty aluminum foil."", ""Sprinkle with salt and pepper."", ""Cut potatoes and carrots into 1/2-inch slices."", ""Slice mushrooms thin."", ""Place equal amount of potatoes, carrots and mushrooms on chicken breasts. Salt vegetables and dot each bundle with 1 tablespoon margarine. Pour 1 tablespoon cream of chicken soup on each bundle."", ""Seal foil tightly."", ""Cook on grill about 1 hour or bake at 350\u00b0 for 1 hour. Unwrap bundles and place on plates."", ""Garnish with parsley.""]","[""potatoes"", ""cream of chicken soup"", ""chicken breasts"", ""mushrooms"", ""parsley sprigs"", ""margarine"", ""carrots"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=777223
Bangladeshi Yogurt Juice !,"[""Take a jar and with the help of a spoon mix yogurt with sugar."", ""Don't mix with the mixer or blender."", ""Now mix yogurt and sugar mixture with 7 Up or Sprite or milk."", ""If you don't want to use 7 Up or Sprite, you can use 3 1/2 cup milk; or if you don't want to use milk, you can use 3 1/2 cups 7 Up or Sprite."", ""Now take the juice in glasses filled half with chopped ice and serve -- .""]","[""chopped ice"", ""yogurt"", ""sugar"", ""milk""]",www.food.com/recipe/bangladeshi-yogurt-juice-241805
Apple Stuffing(Health Conscious)  ,"[""Cook onions and celery in margarine for 5 minutes, or until tender."", ""Combine onions and celery with all other dry ingredients. Add broth; toss lightly."", ""Stuffs a 10 to 12-pound turkey.""]","[""pepper"", ""bread cubes"", ""celery"", ""unpeeled apples"", ""poultry seasoning"", ""margarine"", ""onions"", ""sage"", ""chicken broth""]",www.cookbooks.com/Recipe-Details.aspx?id=257195
Sheet Cake Brownies,"[""In a pan, melt margarine and add cocoa and water."", ""Bring to a boil."", ""Pour over flour and sugar mixture while hot."", ""Add milk, eggs, soda, vanilla and cinnamon."", ""Bake in a greased jelly roll pan for 15 to 20 minutes at 400\u00b0.""]","[""sugar"", ""vanilla"", ""eggs"", ""baking soda"", ""cinnamon"", ""water"", ""flour"", ""cocoa"", ""margarine"", ""milk""]",www.cookbooks.com/Recipe-Details.aspx?id=423057
Favorite Broccoli Salad,"[""In a large salad bowl, combine broccoli, bacon, onion and cheese."", ""In another small bowl, combine sugar and vinegar, mix well."", ""All mayonnaise until desired consistency."", ""Then pour over salad and mix well.""]","[""bacon"", ""sugar"", ""vinegar"", ""purple onion"", ""cheddar cheese"", ""broccoli"", ""mayonnaise""]",www.cookbooks.com/Recipe-Details.aspx?id=111848
Cranberry-Apple Cider Sauce,"[""In a large saucepan, bring cider to a boil and cook until reduced to 1 cup, about 40 minutes."", ""Combine reduced cider, cranberries, sugar, spices, salt and apple in a medium saucepan. Cook over low heat, stirring until sugar has dissolved. Simmer sauce until thickened and cranberries have popped, stirring occasionally, 10 to 12 minutes. (Sauce will thicken more when cool.)""]","[""apple cider"", ""golden delicious apple"", ""cranberries"", ""brown sugar"", ""cinnamon"", ""allspice"", ""salt""]",www.myrecipes.com/recipe/cranberry-apple-cider-sauce
Espresso Cupcakes,"[""1. Beat butter until softened. Add sugar and beat until light and fluffy, about 3 minutes."", ""2. Add eggs, one at a time, beating until well combined."", ""3. Measure the flour, baking powder, baking soda, salt, cocoa powder, and instant espresso into a small sized bowl and whisk to combine."", ""4. Measure out the milk and vanilla and stir to combine."", ""5. Add about a third of the dry ingredients to the butter/sugar and beat to combine."", ""6. Add about a half of the milk/vanilla and beat to combine."", ""7. Continue adding, alternating between dry and wet and finishing with the dry."", ""8. Scoop batter into cupcake cups about 1/2 full."", ""9. Bake at 350 degrees for 22-25 minutes or until a cake tester comes out clean."", ""10. Cool 5 minutes; remove from pan to cooling rack. Cool completely, about 30 minutes."", ""11. In medium bowl, beat mascarpone cheese, milk, 2 teaspoons espresso powder and the powdered sugar on medium speed until smooth."", ""12. Spoon mixture into decorating bag fitted with 1/4-inch writing tip."", ""13. To fill each cupcake, insert tip of bag into center of cooled cupcake; gently squeeze bag until cupcake expands slightly but does not burst (each cupcake should be filled with about 1 tablespoon filling)."", ""14. Heat the cream in a double boiler until it just starts to boil."", ""15. Pour in the chocolate and stir until all the chocolate is melted and integrated with the cream."", ""16. While it is still warm, spread a thin layer of it over the cupcakes. It will harden when it cools."", ""17. Decorate with white chocolate shavings.""]","[""baking powder"", ""sugar"", ""vanilla"", ""heavy cream"", ""coffee"", ""eggs"", ""baking soda"", ""powdered sugar"", ""chocolate"", ""flour"", ""cocoa"", ""milk"", ""mascarpone cheese"", ""butter"", ""salt""]",www.yummly.com/recipe/Espresso-Cupcakes-1692383
Simple Black Bean Dip,"[""Combine beans, onion, vinegar, orange juice, garlic, salt and pepper in a food processor."", ""Spoon into a serving bowl and serve with pita crisps and assorted vegetables (such as carrots, celery, bell peppers).""]","[""black beans"", ""freshly ground black pepper"", ""clove garlic"", ""balsamic vinegar"", ""orange juice"", ""red onion"", ""salt""]",food52.com/recipes/17765-simple-black-bean-dip
Egg Nog Jello Mold Recipe,"[""Dissolve lemon Jello in boiling water, then combine 3/4 c. Jello (lemon) with 3/4 c. egg nog in 6 c. mold and refrigeratetill set."", ""Drain juices and add in to cool water to make 3/4 c.. Dissolve cherry Jello in 1 c. warm water."", ""Add in 3/4 c. syrup, 1/4 c. cool water and remaining lemon Jello to cherry Jello."", ""Then add in pears and oranges, pour over egg nog layer."", ""Refrigeratetill hard.""]","[""lemon jello"", ""cherry"", ""pear halves"", ""water"", ""egg nog"", ""boiling water"", ""mandarin oranges""]",cookeatshare.com/recipes/egg-nog-jello-mold-17548
Chilled Berry Soup,"[""*Alternate fruits may be used: 20 ounces frozen strawberries (thawed), fresh or frozen blueberries, fresh or frozen blackberries.""]","[""sugar"", ""lemon juice"", ""heavy cream"", ""whipped cream"", ""strawberries""]",www.cookbooks.com/Recipe-Details.aspx?id=983360
Country Chili with Tvp,"[""1) Pour 2 cups boiling water over TVP chunks and ketchup and let stand 10 minutes."", ""2) Heat a large dutch oven."", ""Add olive oil."", ""Over medium heat saute the onions, pepper and garlic a few minutes."", ""Sprinkle the spices over the TVP and stir with a fork."", ""3) Add the TVP to the pan and cook a few minutes."", ""Stir in the beans, tomatoes and water or broth."", ""Cover and simmer 30 minutes to one hour."", ""Taste and add salt if desired."", ""Add the frozen corn during last 15 minutes.""]","[""(texturized"", ""cumin"", ""oregano"", ""water boiling"", ""tomatoes"", ""kernel corn"", ""cayenne pepper"", ""green bell peppers"", ""chili powder"", ""water"", ""red kidney"", ""onions"", ""ketchup"", ""garlic"", ""jalapeno pepper"", ""olive oil""]",recipeland.com/recipe/v/country-chili-tvp-41943
Beef Fantastic,"[""Blend all the cans of soup (do not add any water)."", ""Mix in stew meat cubes (do not thaw stew meat; better if it's frozen). Put in crock-pot for 5 to 6 hours on low."", ""Serve over rice or noodles."", ""Great for working parents!""]","[""golden mushroom soup"", ""cream of mushroom soup"", ""stew meat"", ""onion soup""]",www.cookbooks.com/Recipe-Details.aspx?id=949451
Asparagus Timbale,"[""Preheat the oven to 300F."", ""Saute the onions in the butter in a skillet for 5 minutes."", ""Put them in a large bowl."", ""Add the salt, nutmeg, pepper, cheese, and half of the bread crumbs."", ""Beat in the eggs."", ""Bring the milk to a boil and stir into the mixture."", ""Mash the asparagus into the liquid with a fork or potato masher until the asparagus is in small chunks."", ""Grease a 2-quart mold or baking dish and coat it with the remaining bread crumbs."", ""Pour the asparagus mixture into the dish."", ""Put that dish into a larger pan on the bottom rack of your oven."", ""Fill the outer pan halfway with boiling water."", ""Bake for 30 to 40 minutes, until a knife inserted into the center comes out clean.""]","[""milk"", ""bread crumbs"", ""nutmeg"", ""eggs"", ""white pepper"", ""onions"", ""grated cheese"", ""butter"", ""salt""]",www.epicurious.com/recipes/food/views/asparagus-timbale-385360
Very Blueberry Muffins(Lo-Cal)  ,"[""Heat oven to 400\u00b0."", ""Spray 12 muffin cups with cooking spray. Combine dry ingredients with milk, egg and oil."", ""Stir just until dry ingredients are moistened."", ""Fold in blueberries."", ""Fill muffin cups."", ""Bake 25 minutes.""]","[""egg substitute"", ""baking powder"", ""cinnamon"", ""blueberries"", ""flour"", ""milk"", ""brown sugar substitute"", ""oatmeal"", ""vegetable oil""]",www.cookbooks.com/Recipe-Details.aspx?id=57449
Sesame Miso Vinaigrette,"[""Whirl orange juice, soy sauce, vinegar, honey, miso, tahini, and shallot in a blender. With blender running, pour in vegetable oil and sesame oil; whirl 10 seconds."", ""Note: Nutritional analysis is per tbsp.""]","[""soy sauce"", ""tahini"", ""vegetable oil"", ""sesame oil"", ""rice wine vinegar"", ""orange juice"", ""honey"", ""shallot"", ""white miso""]",www.myrecipes.com/recipe/sesame-miso-vinaigrette
Scrumptious Snickerdoodles,"[""Preheat oven to 400*."", ""Cream together butter, shortening, sugar, egg and the vanilla. Blend in the flour, cream of tartar, soda and salt."", ""Mix the sugar and cinnamon for the rolling mixture in a small bowl."", ""Shape rounded spoonfuls of dough into balls and roll the balls in the mixture. Place two inches apart on un-greased baking sheets."", ""Bake 8-10 minutes or until set but do NOT over bake!"", ""Remove from cookie sheets and cool on rack. Store in airtight container as soon as they are at room temperature.""]","[""sugar"", ""vanilla"", ""shortening"", ""cookies"", ""eggs"", ""baking soda"", ""cinnamon"", ""flour"", ""rolling mixture"", ""cream of tartar"", ""butter"", ""salt""]",www.food.com/recipe/scrumptious-snickerdoodles-293493
Cuban Dry Rub For Boston Butt Or Roast,"[""Rinse, dry, and remove as much fat as is reasonable from boston butt, roast, or whatever meat of choice."", ""*optional* Cover meat with your base of choice. If using olive oil you'll need about 3 tablespoons and if using mustard or barbecue sauce you'll need around a half a cup."", ""Generously coat meat with rub. Don't be stingy! In this case more is more :)."", ""Using your hands, mix the rub and base together and make sure you get all that flavor into every crevice."", ""Cook using your favorite method. An oven preheated to 325\u00b0 for several hours (depends on lbs) or a crock pot on low overnight are my favorites.""]","[""cumin"", ""black pepper"", ""onion powder"", ""red pepper"", ""garlic""]",www.food.com/recipe/cuban-dry-rub-for-boston-butt-or-roast-447567
Crab Macaroni Casserole,"[""Cook macaroni according to package directions."", ""Meanwhile, in a large skillet, saute onion in butter until tender. Combine flour and milk until smooth; stir into pan. Bring to a boil; cook and stir for 1-2 minutes or until thickened. Remove from the heat. Drain macaroni. Add the crabmeat, sour cream, Swiss cheese, salt, mustard, macaroni and 1/4 cup cheddar cheese to the skillet."", ""Transfer to an 11x7-in. baking dish coated with cooking spray. Sprinkle with remaining cheddar cheese. Bake, uncovered, at 350\u00b0 for 20-25 minutes or until heated through.""]","[""sour cream"", ""whole wheat elbow macaroni"", ""cheddar cheese"", ""swiss cheese"", ""onion"", ""all-purpose"", ""milk"", ""lump crabmeat"", ""ground mustard"", ""butter"", ""salt""]",www.tasteofhome.com/recipes/crab-macaroni-casserole/
Porcupine Meat Balls,"[""Prepare chicken of your choice. Season with salt and pepper. Roll in flour, then dip into an egg beaten with 2 tablespoons water. Roll in Italian bread crumbs and fry in oil until golden brown. Remove and place on baking sheet."", ""Bake at 350\u00b0 for 1 hour.""]","[""ground pork"", ""egg"", ""regular"", ""pepper"", ""onion"", ""tomato soup"", ""water"", ""ground beef"", ""bread crumbs"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=815708
Roast Leg Of Lamb With Grilled Summer Beans And Anchovy-Parsley Butter ,"[""Using small sharp knife, make sixteen 1-inch-deep slits all over lamb. Push 1/2 anchovy and 1 garlic quarter into each slit. Place lamb on small rack in center of large rimmed baking sheet. Brush lamb with olive oil. Cover with plastic wrap; chill overnight."", ""Combine parsley, 3 whole anchovies, 3 whole garlic cloves, and lemon peel in processor. Add 6 tablespoons olive oil; blend to coarse paste. Add butter; blend until smooth. Season butter with coarse salt and freshly ground pepper. Transfer anchovy-parsley butter to small bowl. DO AHEAD:"", ""Preheat oven to 450\u00b0F. Roast lamb uncovered 30 minutes. Reduce heat to 325\u00b0F. Roast lamb until thermometer inserted into thickest part registers 135\u00b0F to 140\u00b0F, about 1 hour longer. Let lamb rest 30 to 45 minutes."", ""Meanwhile, prepare barbecue (medium-high heat). Combine beans and 3 tablespoons oil in large bowl; sprinkle with coarse salt and pepper and toss to coat."", ""Place grill basket on barbecue. Spread out beans in basket (reserve bowl). Grill beans until slightly charred, tossing often, 15 to 18 minutes. Return beans to reserved bowl. Toss with 1 1/2 tablespoons oil and 1 1/2 tablespoons lemon juice. Season with coarse salt and pepper."", ""Transfer lamb to platter. Serve with grilled beans and anchovy-parsley butter.""]","[""fresh italian parsley leaves"", ""unsalted butter"", ""lemon juice"", ""lamb"", ""grill basket"", ""summer beans"", ""kosher salt"", ""garlic"", ""lemon peel"", ""olive oil"", ""anchovy""]",www.epicurious.com/recipes/food/views/roast-leg-of-lamb-with-grilled-summer-beans-and-anchovy-parsley-butter-360749
Dutch Almond Cookies (Speculaas),"[""Preheat the oven to 350\u00b0F. Line a baking pan with parchment paper."", ""For the filling, combine ground hazelnuts and almonds and sugars in a large bowl. Make a well in center and add egg and lemon juice. Mix to form a firm paste. Divide mixture in half. Roll each piece into a 10 inch-long log. Cover in plastic wrap and refrigerate for 30 mins."", ""Meanwhile, for the dough, sift flour and granulated sugar into a large bowl. Using fingertips, rub in butter until mixture resembles breadcrumbs. Add 1 lightly beaten egg and mix to form a dough."", ""Gently knead dough on a lightly floured surface until smooth. Cover in plastic wrap and refrigerate for 15 mins. Roll out dough between 2 sheets of parchment paper to a 12-inch square. Cut in half to make 2 equal rectangles."", ""Lightly beat remaining egg. Brush over dough. Place an almond log on each piece and roll to enclose filling. Place logs seam-side down on prepared pan. Brush with remaining egg and sprinkle with additional granulated sugar."", ""Bake for 35 mins, until golden. Cool completely on pan on a wire rack. Cut diagonally into thick slices.""]","[""egg"", ""sugar"", ""lemon juice"", ""ground almonds"", ""eggs"", ""powdered sugar"", ""flour"", ""ground hazelnuts"", ""butter""]",www.yummly.com/recipe/Dutch-Almond-Cookies-_Speculaas_-1401392
Meatballs With Dill Sauce,"[""Mix all meatball ingredients well."", ""Shape into 1-1/2 inch balls."", ""Place on rack in roasting pan."", ""Bake at 400* for 15 minutes."", ""Dill Sauce: Melt butter in saucepan."", ""Stir in flour and salt."", ""Slowly add broth."", ""Cook and stir over medium heat until thickened."", ""Remove from heat; add yogurt."", ""Reheat; stirring; do not boil.""]","[""dill weed"", ""pepper"", ""eggs"", ""lean ground beef"", ""beef broth"", ""breadcrumbs"", ""flour"", ""plain yogurt"", ""onions"", ""butter"", ""salt""]",www.food.com/recipe/meatballs-with-dill-sauce-34528
Romanian Sausage Rolls(Mititei)  ,"[""Mix garlic with salt and beef stock. Strain over meat with other ingredients. Roll meat into a small sausage roll. Cook over charcoal until done. If meat is marinated the day before it will become more tender and flavorful.""]","[""meat"", ""pepper"", ""baking soda"", ""meat stock"", ""garlic"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=24235
Smoked Hummus,"[""Seed and grill jalapenos; chop into a small dice."", ""Combine garlic, pit master fat, lemon juice, tahini, salt, chickpeas and chickpea liquid in large container and puree with stick blender. Slowly add the chopped chilies to your preferred level of spiciness.""]","[""salt"", ""lemon juice"", ""chile peppers"", ""liquid from chickpeas"", ""garlic"", ""tahini""]",www.allrecipes.com/recipe/246312/smoked-hummus/
